Age,ID_Victim,ID_Gender,ID_Country,ID_AgeSet,ID_Category
26,1004,2,6,2,2
18,1005,2,6,2,2
24,1006,2,6,2,2
22,1007,2,6,2,2
51,1008,1,6,2,2
20,1009,1,6,2,2
24,1010,1,6,2,2
22,1011,1,6,2,2
24,1012,1,6,2,2
33,1013,1,6,2,2
49,1014,2,6,2,2
28,1015,2,6,2,2
57,1016,1,6,2,2
37,1017,1,6,2,2
22,1018,1,6,2,2
48,1019,1,6,2,2
37,1020,1,6,2,2
55,1021,1,6,2,2
28,1022,1,6,2,2
66,1023,1,6,2,2
59,1024,2,6,2,2
46,1025,1,6,2,2
66,1026,1,6,2,2
31,1027,1,6,2,2
43,1028,1,6,2,2
41,1029,1,6,2,2
31,1030,2,6,2,2
59,1031,1,6,2,2
56,1032,1,6,2,2
40,1033,1,6,2,2
56,1034,1,6,2,2
65,1035,1,6,2,2
40,1036,1,6,2,2
36,1037,1,6,2,2
37,1038,1,6,2,2
40,1039,1,6,2,2
29,1040,1,6,2,2
39,1041,1,6,2,2
36,1042,1,6,2,2
33,1043,1,6,2,2
26,1044,1,6,2,2
31,1045,1,6,2,2
26,1046,1,6,2,2
26,1047,1,6,2,2
24,1048,1,6,2,2
29,1049,1,6,2,2
35,1050,1,6,2,2
27,1051,1,6,2,2
64,1052,1,6,2,2
25,1053,1,6,2,2
28,1054,1,6,2,2
28,1055,1,6,2,2
34,1056,1,6,2,2
29,1057,1,6,2,2
33,1058,1,6,2,2
33,1059,1,6,2,2
44,1060,1,6,2,2
40,1061,2,6,2,2
21,1062,1,6,2,2
18,1063,1,6,2,2
18,1064,1,6,2,2
58,1065,2,6,2,2
37,1066,1,6,2,2
48,1067,1,6,2,2
37,1068,1,6,2,2
26,1069,1,6,2,2
36,1070,1,6,2,2
27,1071,1,6,2,2
25,1072,1,6,2,2
23,1073,1,6,2,2
23,1074,1,6,2,2
27,1075,1,6,2,2
23,1076,1,6,2,2
26,1077,1,6,2,2
32,1078,1,6,2,2
26,1079,1,6,2,2
38,1080,1,6,2,2
35,1081,1,6,2,2
26,1082,1,6,2,2
28,1083,1,6,2,2
31,1084,1,6,2,2
23,1085,1,6,2,2
21,1086,1,6,2,2
30,1087,1,6,2,2
26,1088,1,6,2,2
29,1089,1,6,2,2
27,1090,1,6,2,2
20,1091,1,6,2,2
20,1092,1,6,2,2
60,1093,2,6,2,2
45,1094,1,6,2,2
46,1095,1,6,2,2
35,1096,1,6,2,2
36,1097,1,6,2,2
28,1098,1,6,2,2
28,1099,1,6,2,2
30,1100,1,6,2,2
34,1101,1,6,2,2
26,1102,1,6,2,2
31,1103,1,6,2,2
38,1104,1,6,2,2
19,1105,1,6,2,2
24,1106,1,6,2,2
31,1107,1,6,2,2
22,1108,1,6,2,2
27,1109,1,6,2,2
33,1110,1,6,2,2
19,1111,1,6,2,2
52,1112,1,6,2,2
25,1113,1,6,2,2
18,1114,1,6,2,2
18,1115,1,6,2,2
18,1116,1,6,2,2
38,1117,1,6,2,2
18,1118,1,6,2,2
24,1119,1,6,2,2
39,1120,2,6,2,2
45,1121,1,6,2,2
33,1122,2,6,2,2
40,1123,1,6,2,2
27,1124,1,6,2,2
23,1125,1,6,2,2
23,1126,1,6,2,2
54,1127,1,6,2,2
28,1128,1,6,2,2
22,1129,1,6,2,2
19,1130,1,6,2,2
23,1131,1,6,2,2
23,1132,1,6,2,2
30,1133,1,6,2,2
29,1134,1,6,2,2
26,1135,1,6,2,2
35,1136,1,6,2,2
38,1137,1,6,2,2
28,1138,1,6,2,2
26,1139,1,6,2,2
43,1140,1,6,2,2
23,1141,1,6,2,2
35,1142,1,6,2,2
25,1143,1,6,2,2
41,1144,1,6,2,2
